일자,요일,본사정원수,본사휴가자수,본사출장자수,본사시간외근무명령서승인건수,현본사소속재택근무자수,중식계,석식계,조식_밥,조식_국,조식_반찬,점심_밥,점심_국,점심_반찬,저녁_밥,저녁_국,저녁_반찬
2020-02-25,화,2872,117,158,806,0.0,1238.0,776.0,잣죽/쌀밥,봄동된장국,시금치초무침,쌀밥/잡곡밥,부대찌개,훈제오리구이,야채볶음밥,김치말이국수,소고기퀘사디아
2020-02-27,목,2872,121,217,667,5.0,1000.0,673.0,홍게살죽/쌀밥,연두부탕,가지나물,쌀밥/잡곡밥,북어국,닭갈비,짜장면/작은밥,계란국,사천식탕수육
2020-02-28,금,2872,210,234,0,7.0,750.0,414.0,닭죽/쌀밥,호박젓국찌개,김자반,쌀밥/잡곡밥,아욱국,소고기장조림,쌀밥/잡곡밥,콩나물국,돼지갈비찜
2020-03-02,월,2950,108,133,786,14.0,1362.0,771.0,누룽지탕/쌀밥,무채국,연두부*참깨드레싱소스,쌀밥/잡곡밥,두부김치국,소고기버섯볶음,쌀밥/잡곡밥,쑥된장국,삼겹살구이
2020-03-03,화,2950,76,185,753,12.0,1074.0,598.0,녹두죽/쌀밥,황태국,꽈리고추멸치볶음,쌀밥/잡곡밥,쇠고기무국,오징어볶음*소면,김치볶음밥,유부장국,로제스파게티
2020-03-04,수,2950,74,205,1,19.0,999.0,462.0,누룽지탕/쌀밥,연두부국,감자조림,콩나물밥*달래장,고추장찌개,갈치구이,쌀밥/잡곡밥,해물된장찌개,미니채소떡갈비
2020-03-05,목,2950,84,232,612,15.0,989.0,630.0,해물죽/쌀밥,맑은만두육개장,숙주나물무침,쌀밥/잡곡밥,미역국,수원왕갈비통닭,유부초밥,칼국수,순대야채볶음
2020-03-06,금,2950,166,251,0,12.0,642.0,379.0,김치죽/쌀밥,어묵국,시래기조림,곤드레밥,건새우아욱국,돈육간장볶음,쌀밥/잡곡밥,나가사키짬뽕국,모듬버섯탕수육
2020-03-09,월,2950,91,129,784,16.0,1276.0,640.0,누룽지탕/쌀밥,차돌박이찌개,진미채볶음,쌀밥/잡곡밥,콩나물국,소불고기,쌀밥/잡곡밥,콩가루배추국,동파육
2020-03-10,화,2950,67,168,678,20.0,1019.0,575.0,단호박죽/쌀밥,근대된장국,방풍나물무침,쌀밥/잡곡밥,대파육개장*칼국수,가자미엿장조림,유산슬덮밥,계란파국,멘보샤*칠리S
2020-03-11,수,2950,74,197,0,23.0,967.0,487.0,누룽지탕/쌀밥,북어해장국,콩나물무침,카레라이스,미소시루,감자만두*양념,쌀밥/잡곡밥,부대찌개,등갈비오븐구이
2020-03-12,목,2950,78,243,555,17.0,804.0,614.0,흑임자죽/쌀밥,재첩국,볼어묵조림,쌀밥/잡곡밥,순두부찌개,해물돼지갈비찜,버섯영양밥*우렁양념장,물만두국,메추리알치즈떡볶이
2020-03-13,금,2950,165,259,0,20.0,593.0,343.0,참치야채죽/쌀밥,시래기된장국,오이맛살볶음,쌀밥/잡곡밥,설렁탕,동태포전,쌀밥/잡곡밥,청국장찌개,닭불고기
2020-03-16,월,2950,69,138,789,21.0,1284.0,630.0,누룽지탕/쌀밥,냉이된장국,땅콩멸치볶음,쌀밥/잡곡밥,어묵국,돈육굴소스볶음,쌀밥/잡곡밥,열무된장국,묵은지닭찜
2020-03-17,화,2950,61,171,679,20.0,914.0,520.0,표고버섯죽/쌀밥,유부김치국,호박나물,쌀밥/잡곡밥,대구탕,차돌박이숙주볶음,쌀밥,해물손수제비,미트볼피망볶음
2020-03-18,수,2950,47,210,0,25.0,831.0,383.0,누룽지탕/쌀밥,근대국,쥐포무침,마파두부덮밥,조갯살무국,레몬유린기,쌀밥/잡곡밥,돈육김치찌개,코다리강정
2020-03-19,목,2950,70,235,560,19.0,829.0,541.0,쇠고기죽/쌀밥,콩나물국,미역줄기볶음,쌀밥/잡곡밥,콩비지찌개,짜장닭볶음,쌀밥,옛날돈까스,팽이장국
2020-03-20,금,2950,176,263,3,135.0,627.0,358.0,야채죽/쌀밥,꽃게탕,가지두반장볶음,쌀밥/잡곡밥,갈비탕,칠리새우,쌀밥/잡곡밥,건새우아욱국,치즈함박스테이크
2020-03-23,월,2950,109,178,687,285.0,1110.0,651.0,누룽지탕/쌀밥,감자국,꽈리고추찜,쌀밥/잡곡밥,시래기국,오리양념불고기*쌈무,쌀밥/잡곡밥,닭개장,삼치튀김*데리야끼
2020-03-24,화,2950,131,137,639,303.0,1083.0,754.0,잣죽/쌀밥,쑥국,수제어묵볶음,쌀밥/잡곡밥,소고기미역국,해물누룽지탕,오므라이스,가쯔오장국,돈육고구마강정
2020-03-25,수,2950,122,146,1,303.0,1022.0,526.0,누룽지탕/쌀밥,피홍합탕,감자조림,쌀밥/잡곡밥,유부주머니국,목살스테이크,찹쌀밥,장각닭죽,생야채*쌈짱
2020-03-26,목,2950,133,133,584,288.0,955.0,645.0,새송이죽/쌀밥,버섯매운탕,김구이,쌀밥/잡곡밥,배추된장국,제육볶음,멸치주먹밥,우동,해물까스*와사비소스
2020-03-27,금,2950,254,156,0,260.0,839.0,377.0,팥죽/쌀밥,북어계란국,느타리호박볶음,봄나물비빔밥,맑은국,치킨너겟,쌀밥/잡곡밥,시금치국,언양식불고기
2020-03-30,월,2950,230,53,627,488.0,1000.0,625.0,누룽지탕/쌀밥,김치어묵국,명엽채고추장볶음,쌀밥/잡곡밥,우렁된장찌개,주꾸미볶음,쌀밥/잡곡밥,무채국,더덕고추장불고기
2020-03-31,화,2950,193,43,528,533.0,859.0,601.0,녹두죽/쌀밥,콩나물국,해초무침,쌀밥/잡곡밥,고추장찌개,안동찜닭,충무김밥,메밀국수,오징어어묵무침
2020-04-01,수,2962,228,56,0,420.0,939.0,561.0,누룽지탕/쌀밥,조랭이떡국,김자반,쌀밥/잡곡밥,들깨시래기국,삼겹살수육&풋고추,쌀밥/잡곡밥,쇠고기샤브국,통마늘너비아니조림
2020-04-02,목,2962,236,89,490,395.0,1009.0,645.0,브로컬리죽/쌀밥,바지락국,비엔나소세지볶음,쌀밥/잡곡밥,경상도식소고기국,등갈비김치찜,마늘베이컨볶음밥,크림스프,비프스파게티
2020-04-03,금,2962,350,149,1,340.0,802.0,318.0,낙지죽/쌀밥,동태탕,애호박나물,쌀밥/잡곡밥,순대국밥,고추튀김,쌀밥/잡곡밥,참치김치찌개,소고기메추리알장조림
2020-04-06,월,2962,206,152,713,477.0,1161.0,655.0,누룽지탕/쌀밥,북어국,단배추나물,쌀밥/잡곡밥,미역국,오리불고기,쌀밥/잡곡밥,배추된장국,칠리미트볼조림
2020-04-07,화,2962,164,156,698,490.0,969.0,634.0,땅콩죽/쌀밥,소고기국,물파래무침,쌀밥/잡곡밥,꽃게된장국,후르츠탕수육,참치마요덮밥,어묵국,고구마떡볶이
2020-04-08,수,2962,159,172,1,479.0,1032.0,445.0,누룽지탕/쌀밥,오징어국,어묵토마토조림,낙지비빔밥,계란국,닭강정,쌀밥/잡곡밥,부대찌개&쫄면사리,꽁치한마리구이
2020-04-09,목,2962,154,186,544,488.0,880.0,458.0,김치죽/쌀밥,차돌박이찌개,느타리팽이볶음,쌀밥/잡곡밥,두부김치국,소고기브로컬리볶음,스팸볶음밥,가쓰오장국,삼겹살야채비빔면
2020-04-10,금,2962,316,209,0,417.0,780.0,302.0,흑임자죽/쌀밥,새알만두국,연근조림,고기듬뿍카레라이스,미니우동,고구마고로케,쌀밥/잡곡밥,된장찌개,매운돼지갈비찜
2020-04-13,월,2962,165,146,619,447.0,1145.0,564.0,누룽지탕/쌀밥,감자국,마늘쫑건새우볶음,쌀밥/잡곡밥,아욱국,치즈닭갈비,쌀밥/잡곡밥,순두부찌개,돈육두릅장조림
2020-04-14,화,2962,200,176,274,485.0,879.0,453.0,고구마죽/쌀밥,조갯살근대국,비엔나야채볶음,쌀밥/잡곡밥,홍초콩나물국,LA갈비구이,작은밥,백종원의,고추짜장
2020-04-16,목,2962,265,182,498,447.0,947.0,500.0,누룽지탕/쌀밥,조랭이떡미역국,아귀채무침,쌀밥/잡곡밥,전복장각삼계탕,육전,불고기필라프,미소장국,닭봉오븐구이
2020-04-17,금,2962,325,221,3,389.0,759.0,305.0,홍게살죽/쌀밥,순두부백탕*간장,콩나물무침,쌀밥/잡곡밥,소고기당면국,바질페스토스파게티,쌀밥/잡곡밥,뼈없는감자탕,달래새우전
2020-04-20,월,2962,145,143,624,471.0,1089.0,594.0,누룽지탕/쌀밥,어묵국,진미채무침,쌀밥/잡곡밥,황태국,우엉불고기,쌀밥/잡곡밥,돈육김치찌개,고등어카레구이
2020-04-21,화,2962,126,171,700,450.0,911.0,542.0,호박죽/쌀밥,아욱된장국,깻잎순나물볶음,쌀밥/잡곡밥,멸치국수,오향장육,쌀밥/잡곡밥,두부미소된장국,오리훈제마늘볶음
2020-04-22,수,2962,132,204,2,443.0,945.0,439.0,누룽지탕/쌀밥,떡국,두부구이*양념,쌀밥/잡곡밥,나주곰탕,춘천닭갈비,쌀밥/잡곡밥,굴미역국,오삼불고기
2020-04-23,목,2962,107,251,518,437.0,880.0,461.0,해물죽/쌀밥,황태두부국,유채된장무침,쌀밥/잡곡밥,새우완자탕,고구마치즈돈까스,쌀밥/잡곡밥,조갯살아욱국,함박스테이크
2020-04-24,금,2962,232,267,1,387.0,639.0,309.0,콩죽/쌀밥,매운콩나물국,섭산적구이,쌀밥/잡곡밥,대구지리탕,카레닭볶음,쌀밥/잡곡밥,나가사끼짬뽕국*라면,순대야채볶음
2020-04-27,월,2962,125,192,706,418.0,1223.0,570.0,누룽지탕/쌀밥,참치김치찌개,쑥갓두부무침,쌀밥/잡곡밥,육개장,수원왕갈비,쌀밥/잡곡밥,감자만두국,꽃삼겹김치찜
2020-04-28,화,2962,118,223,493,410.0,824.0,482.0,흑임자죽/쌀밥,건새우아욱국,매운감자조림,건강비빔밥*약고추장,제첩두부국,깻잎전,쌀밥,황태미역국,매운돈갈비찜
2020-04-29,수,2962,221,250,0,396.0,680.0,192.0,누룽지탕/쌀밥,콩가루배춧국,콩나물간장조림,새우날치알볶음밥,쌀국수(숙주들어감),장어구이*소스,쌀밥/잡곡밥,홍합무우국,로제찜닭*마늘빵
2020-05-04,월,2962,1113,117,91,189.0,504.0,123.0,누룽지탕/쌀밥,소고기무우국,방울양배추베이컨볶음,쌀밥/잡곡밥,버섯들깨국,삼겹살더덕고추장구이,쌀밥/잡곡밥,다슬기아욱국,갈릭파닭
2020-05-06,수,2962,104,177,2,291.0,1254.0,495.0,녹두죽/쌀밥,호박새우젓국,브로콜리감자볶음,쌀밥/잡곡밥,왕갈비탕,해물전,땡초주먹밥,근대두부된장국,치킨텐더
2020-05-07,목,2962,76,236,577,285.0,959.0,462.0,누룽지탕/쌀밥,홍합살미역국,미나리숙주무침,쌀밥/잡곡밥,냉메밀소바,히레카츠*소스,쌀밥/잡곡밥,우삼겹부대찌개,조기구이
2020-05-08,금,2962,153,265,0,246.0,620.0,371.0,새알팥죽/쌀밥,오징어콩나물국,고사리들깨나물,쌀밥/잡곡밥,아욱수제비국,해물섞어찜,김치볶음밥,유부된장국,새우로제파스타
2020-05-11,월,2962,94,195,659,245.0,1249.0,599.0,누룽지탕/쌀밥,조랭이떡국,죽순버섯볶음,쌀밥/잡곡밥,돈육김치찌개,냉족발야채무침,부채살오므라이스,가쓰오장국,닭윙강정튀김
2020-05-12,화,2962,67,230,690,250.0,968.0,486.0,단호박죽/쌀밥,시금치된장국,들기름무채볶음,쌀밥/잡곡밥,열무물국수,소갈비찜,쌀밥/잡곡밥,전주식콩나물국,*도시락김
2020-05-13,수,2962,68,242,0,236.0,844.0,403.0,새우야채죽/쌀밥,건새우무채국,두부계란전*양념장,쌀밥/잡곡밥,닭개장,떡갈비,쌀밥/잡곡밥,얼큰동태탕,물만두탕수*소스
2020-05-14,목,2962,71,281,488,212.0,793.0,424.0,누룽지탕/쌀밥,맑은조개탕,시금치두부무침,소고기콩나물밥*양념,들깨미역국,바싹불고기*양파초절임,쌀밥/잡곡밥,삼선짬뽕국*칼국수,춘장돈육볶음
2020-05-15,금,2962,161,296,0,201.0,614.0,265.0,소고기죽/쌀밥,감자양파국,치커리오이무침,쌀밥/잡곡밥,유부주머니된장국,생선까스*타르,쌀밥/잡곡밥,계란파국,매운등뼈조림
2020-05-18,월,2962,96,223,701,246.0,1141.0,573.0,누룽지탕/쌀밥,떡국,건파래무침,쌀밥/잡곡밥,연두부탕,제육볶음,쌀밥/잡곡밥,아욱국,깐풍기
2020-05-19,화,2962,78,235,617,237.0,935.0,440.0,쇠고기죽/쌀밥,새우완자국,아삭고추무침,쌀밥/잡곡밥,들깨수제비,닭볶음탕,계란김밥,모듬어묵탕,고구마맛탕
2020-05-20,수,2962,71,243,0,258.0,791.0,336.0,녹두죽/쌀밥,옹심이만두국,취나물된장무침,닭살카레라이스,미역미소시루,후르츠탕수육,쌀밥/잡곡밥,매운버섯국,고등어구이
2020-05-21,목,2962,63,269,474,218.0,653.0,445.0,누룽지탕/쌀밥,오징어무국,쥐포무침,쌀밥/잡곡밥,차돌된장찌개,주꾸미볶음,야채볶음밥,김치우동,또띠아피자
2020-05-22,금,2962,226,277,0,206.0,512.0,291.0,닭죽/쌀밥,꽃게탕,건새우마늘쫑볶음,소불고기덮밥,맑은국,야채비빔만두,쌀밥/잡곡밥,된장찌개,고구마까스*소스
2020-05-25,월,2962,98,206,732,229.0,1062.0,488.0,누룽지탕/쌀밥,북어해장국,열무나물,쌀밥/잡곡밥,매콤콩나물국,짬뽕불고기,쌀밥/잡곡밥,소고기된장찌개,해물누룽지탕
2020-05-26,화,2962,70,220,649,200.0,781.0,502.0,야채죽/쌀밥,맑은꽃게탕,느타리버섯볶음,쌀밥/잡곡밥,시래기국,고추잡채*꽃빵,김밥볶음밥,미소장국,로제파스타
2020-05-27,수,2962,65,234,2,235.0,704.0,339.0,참치죽/쌀밥,두부김치국,감자조림,곤드레밥*양념장,무채국,꽁치한마리구이,쌀밥/잡곡밥,도토리묵냉국,돼지갈비찜
2020-05-28,목,2962,66,270,431,212.0,662.0,361.0,누룽지탕/쌀밥,올챙이만두국,무생채,쌀밥/잡곡밥,콩비지찌개,오징어볶음,쌀밥/잡곡밥,돼지국밥,고추튀김
2020-05-29,금,2962,236,284,1,202.0,450.0,235.0,해물죽/쌀밥,동태탕,칠리소스두부브로컬리볶음,마파두부덮밥,유부장국,레몬유린기,쌀밥/잡곡밥,해물순두부국,닭가슴살겨자무침
2020-06-01,월,2956,109,185,612,215.0,1114.0,463.0,누룽지탕/쌀밥,피바지락국,진미채볶음,쌀밥/잡곡밥,소고기미역국,닭갈비,쌀밥/잡곡밥,청국장찌개,소고기불고기
2020-06-02,화,2956,64,231,605,213.0,761.0,434.0,소고기죽/쌀밥,수제비국,김구이,쌀밥/잡곡밥,된장찌개,돈육고추장볶음,유부초밥,새우튀김우동,과일샐러드
2020-06-03,수,2956,63,251,0,191.0,693.0,374.0,팥죽/쌀밥,시래기국,쑥갓겉절이,열무보리비빔밥/강된장,가쯔오장국,깐풍육,쌀밥/잡곡밥,닭곰탕,류산슬
2020-06-04,목,2956,71,284,403,208.0,657.0,353.0,누룽지탕/쌀밥,어묵국,오이사과무침,쌀밥/잡곡밥,육개장,소고기장조림,쌀밥/잡곡밥,감자국,미트볼조림
2020-06-05,금,2956,233,291,0,176.0,505.0,251.0,김치죽/쌀밥,고추장찌개,치커리유자무침,베이컨김치볶음밥,냉모밀국수,해물부추전,쌀밥/잡곡밥,오징어국,매운닭찜
2020-06-08,월,2956,121,236,566,201.0,1130.0,477.0,누룽지탕/쌀밥,북어국,호박채나물,쌀밥/잡곡밥,대구탕,오삼불고기,쌀밥/잡곡밥,김치두부국,갈치튀김
2020-06-09,화,2956,68,253,519,177.0,823.0,449.0,버섯들깨죽/쌀밥,차돌박이찌개,계란찜,쌀밥/잡곡밥,시금치된장국,닭볶음탕,삼겹살마늘볶음밥,콩나물국,미니돈까스
2020-06-10,수,2956,75,248,4,201.0,719.0,320.0,누룽지탕/쌀밥,소고기샤브국,햄야채볶음,나물비빔밥,오이사과냉국,치킨핑거,쌀밥/잡곡밥,근대국,돈육간장볶음
2020-06-11,목,2956,82,280,399,172.0,682.0,439.0,호박죽/쌀밥,된장찌개,골뱅이무침,쌀밥/잡곡밥,매운소고기국,굴비구이,야채볶음밥,초계국수,코코넛새우튀김
2020-06-12,금,2956,204,303,2,175.0,516.0,266.0,해물죽/쌀밥,순두부탕,노각무침,돈육버섯고추장덮밥,팽이무국,양파링카레튀김,쌀밥/잡곡밥,부대찌개,떡갈비조림
2020-07-01,수,2997,71,252,9,153.0,866.0,343.0,녹두죽/쌀밥,건새우무채국,쑥갓두부무침,쌀밥/잡곡밥,냉모밀국수,매운돈갈비찜,쌀밥/잡곡밥,돈육김치찌개,깐풍기
2020-07-02,목,2997,82,268,446,152.0,675.0,441.0,누룽지탕/쌀밥,참치김치찌개,느타리버섯장조림,쌀밥/잡곡밥,대파육개장,홍어미나리초무침,김밥,미니우동,구슬떡볶이
2020-07-03,금,2997,261,288,1,157.0,607.0,269.0,콩죽/쌀밥,북어무우국,베이컨숙주굴소스볶음,카레라이스,동태알탕,부추고추전*간장,쌀밥/잡곡밥,김치어묵국,케이준샐러드
2020-07-06,월,2997,126,220,626,172.0,1132.0,454.0,누룽지탕/쌀밥,꽃게탕,메추리알곤약조림,쌀밥/잡곡밥,매운소고기무국,춘천닭갈비,쌀밥/잡곡밥,스팸김치찌개,동태포전
2020-07-07,화,2997,77,242,575,152.0,917.0,472.0,콘스프/쌀밥,닭살해장국,가지두반장볶음,쌀밥/잡곡밥,물만두국,오리불고기,오므라이스,유부장국,깐쇼새우
2020-07-08,수,2997,77,251,7,158.0,847.0,369.0,쇠고기마늘죽/쌀밥,순두부찌개,고기완자전*케찹,쌀밥/잡곡밥,한방설렁탕,오징어초무침,쌀밥/잡곡밥,대구지리,바베큐함박찹스테이크
2020-07-09,목,2997,99,290,449,159.0,717.0,401.0,누룽지탕/쌀밥,맑은감자국,삼겹살김치볶음,쌀밥/잡곡밥,시금치된장국,닭볶음탕,후리가케덮밥,잔치국수,채소튀김*장
2020-07-10,금,2997,233,290,0,135.0,611.0,246.0,채소죽/쌀밥,맑은버섯육개장,상추+양념장,쌀밥/잡곡밥,맑은콩나물국,돈육고추장볶음,쌀밥/잡곡밥,된장찌개,아귀콩나물찜
2020-07-13,월,2997,118,225,632,148.0,1260.0,489.0,누룽지탕/쌀밥,맑은콩나물국,양상추샐러드,마파두부덮밥,미역미소시루,레몬유린기,쌀밥/잡곡밥,뼈감자탕,쌈추전*간장
2020-07-14,화,2997,80,224,561,143.0,814.0,342.0,표고버섯죽/쌀밥,피바지락국,양상추샐러드,쌀밥/잡곡밥,건새우무채국,쭈꾸미삼겹고추장볶음,쌀밥/잡곡밥,김치콩나물국,닭카레볶음
2020-07-15,수,2997,80,248,4,183.0,842.0,343.0,소고기스프/쌀밥,미역국,양상추샐러드,비빔밥*약고추장,콩가루배춧국,열기어구이,쌀밥/잡곡밥,유부주머니된장국,돈육간장볶음
2020-07-16,목,2997,102,274,411,166.0,971.0,379.0,새알팥죽/쌀밥,두부새우젓국,양상추샐러드,쌀밥/잡곡밥,장각삼계탕,해물잡채,쌀밥/잡곡밥,매운계란파국,오리훈제마늘볶음
2020-07-17,금,2997,249,291,2,148.0,656.0,237.0,누룽지탕/쌀밥,떡국,양상추샐러드,쌀밥/잡곡밥,김치우동,수제돈가스*소스,쌀밥/잡곡밥,들깨시래기국,묵은지닭찜
2020-07-20,월,2997,157,220,518,140.0,1190.0,481.0,누룽지탕/흑미밥,냉이된장국,버섯비엔나조림,쌀밥/흑미밥/찰현미밥,호박맑은국,돈육김치볶음,채소볶음밥&자장소스,고기짬뽕국,해물누룽지
2020-07-21,화,2997,138,222,519,129.0,861.0,467.0,홍합죽/흑미밥,황태국,미나리나물,쌀밥/치자밥/찰현미밥,닭개장,양장피,흑미밥,부대찌개,생선까스*타르타르소스
2020-07-22,수,2997,165,250,9,149.0,823.0,414.0,양송이스프/흑미밥,소고기무국,연근땅콩조림,쌀밥/흑미밥/찰현미밥,아욱국,오리불고기,유부초밥,우동국물,열무비빔국수
2020-07-23,목,2997,156,274,377,134.0,758.0,380.0,참치채소죽/흑미밥,어묵매운국,숙주나물무침,쌀밥/병아리콩밥/찰현미밥,소고기미역국,깻잎통닭*치킨소스,흑미밥,나박물김치,매운사태찜
2020-07-24,금,2997,344,281,0,115.0,450.0,237.0,누룽지탕/흑미밥,고추장찌개,시래기조림,쌀밥/흑미밥/찰현미밥,해물수제비국,만가닥버섯불고기,흑미밥,만둣국,갈치무조림
2020-07-27,월,2997,271,182,728,120.0,1118.0,552.0,누룽지탕/흑미밥,김치콩나물국,베이컨감자볶음,쌀밥/흑미밥/찰현미밥,황태미역국,안동찜닭,흑미밥,청국장찌개,섭산적고추장구이
2020-07-28,화,2997,252,213,565,150.0,873.0,396.0,버섯죽/흑미밥,유부장국,어묵고추장볶음,쌀밥/기장밥/찰현미밥,호박된장찌개,목살스테이크,우육비빔냉면,추가밥,사골파국
2020-07-29,수,2997,256,233,11,150.0,871.0,280.0,견과류죽/흑미밥,감자양파국,두부고기조림,쌀밥/흑미밥/찰현미밥,우거지국,삼겹살수육,흑미밥,참치파개장,오징어불고기
2020-07-30,목,2997,346,242,395,130.0,704.0,426.0,게살죽/흑미밥,대구매운탕,오이무침,낙지비빔밥*계란후라이,팽이장국,후라이드*강정소스,타워함박스테이크,크림스프/추가밥,알리오올리오파스타
2020-07-31,금,2997,496,261,0,125.0,477.0,231.0,누룽지탕/흑미밥,버섯맑은국,명엽채고추장볶음,쌀밥/흑미밥/찰현미밥,짜글이돼지찌개,새우까스*소스,흑미밥,짬뽕순두부찌개,꽁치양파조림
2020-08-03,월,2989,494,155,446,115.0,1033.0,440.0,누룽지탕/흑미밥,우거지해장국,해물완자전*케찹,쌀밥/흑미밥/찰현미밥,김치두부국,오리대패불고기,흑미밥,꽃게탕,춘천닭갈비
2020-08-04,화,2989,464,172,463,115.0,776.0,446.0,소고기죽/흑미밥,오색떡국,어묵고추장무침,쌀밥/수수밥/찰현미밥,냉이된장국,돈갈비찜,흑미밥,계란파국,고구마치즈돈까스
2020-08-05,수,2989,490,182,7,115.0,720.0,337.0,녹두죽/흑미밥,근대국,버섯햄볶음,쌀밥/흑미밥/찰현미밥,맑은콩나물국,장어강정,오리훈제볶음밥,미소장국,샤워크림새우
2020-08-06,목,2989,482,218,364,109.0,763.0,373.0,단호박죽/흑미밥,북엇국,돈육장조림,쌀밥/검정콩밥/찰현미밥,건새우아욱국,쭈삼불고기,흑미밥,감자만두국,등심찹쌀꿔바로우
2020-08-07,금,2989,605,239,1,142.0,476.0,261.0,누룽지탕/흑미밥,순두부백탕,양념깻잎찜,쌀밥/흑미밥/찰현미밥,얼갈이된장국,닭다리바베큐오븐구이,폭탄주먹밥,꼬치어묵국,매운떡볶이
2020-08-10,월,2989,476,191,548,95.0,1011.0,520.0,누룽지탕/흑미밥,매운콩나물국,멸치볶음,쌀밥/흑미밥/찰현미밥,뼈없는감자탕,생선까스&소스,카레라이스,우동국물,비빔채소만두
2020-08-11,화,2989,456,188,465,102.0,805.0,342.0,채소죽/흑미밥,시금치된장국,애호박건새우볶음,쌀밥/렌틸콩밥/찰현미밥,떡국,매운쇠고기버섯볶음,흑미밥,아욱국,묵은지닭볶음탕
2020-08-12,수,2989,449,213,12,111.0,701.0,337.0,잣죽/흑미밥,닭살해장국,가지양파무침,쌀밥/흑미밥/찰현미밥,북어채국,오징어볶음&소면사리,흑미밥,두부된장찌개,돈육고추장불고기
2020-08-13,목,2989,504,245,353,112.0,594.0,270.0,미역죽/흑미밥,옹심이만둣국,고들빼기무침,쌀밥/차조밥/찰현미밥,유부장국,바베큐폭립,흑미밥,소고기무국,삼치엿장구이
2020-08-14,금,2989,644,256,1,116.0,477.0,212.0,누룽지탕/흑미밥,순두부된장국,참치김치볶음,쌀밥/흑미밥/찰현미밥,동태탕,살살치킨&칠리소스,계란볶음밥,숙주고기짬뽕,고추잡채
2020-08-18,화,2989,469,195,534,105.0,971.0,501.0,흑임자죽/흑미밥,호박맑은국,통마늘너비아니조림,쌀밥/보리밥/찰현미밥,부대찌개,치즈닭갈비,쇠고기규동덮밥,미소장국,숯불양념꼬치어묵
2020-08-19,수,2989,420,227,10,126.0,801.0,375.0,낙지죽/흑미밥,우거지올갱이국,메추리알곤약조림,쌀밥/흑미밥/찰현미밥,맑은버섯육개장,매콤해물볶음,청양멸치주먹밥,유부우동국물,비빔칼국수
2020-08-20,목,2989,390,232,477,125.0,749.0,433.0,채소죽/흑미밥,북엇국,고기완자전*케찹,쌀밥/흑미밥/찰현미밥,순남시래기국,오리불고기,흑미밥,오징어무국,치킨까스*소스
2020-08-21,금,2989,497,249,0,149.0,514.0,240.0,누룽지탕/흑미밥,감자양파국,고사리들깨볶음,쌀밥/흑미밥/찰현미밥,어묵국,오향장육,흑미밥,김치수제비국,갈치조림
2020-08-24,월,2989,302,185,683,249.0,1178.0,608.0,누룽지탕/흑미밥,김치두부국,진미채간장조림,쌀밥/흑미밥/찰현미밥,바지락미역국,콩나물두루치기,산채비빔밥,팽이장국,주꾸미볶음
2020-08-25,화,2989,219,190,757,285.0,1046.0,632.0,단호박죽/흑미밥,대구탕,마늘쫑햄볶음,쌀밥/수수밥/찰현미밥,시금치된장국,카레닭찜,흑미밥,감자고추장찌개,언양식바싹불고기
2020-08-26,수,2989,215,197,2,363.0,897.0,495.0,녹두죽/흑미밥,근대국,새우완자전*케찹,쌀밥/흑미밥/찰현미밥,나주곰탕,적어구이&양념장,흑미밥,냉메밀소바,돈육가지두반장볶음
2020-08-27,목,2989,205,211,575,316.0,963.0,522.0,오곡죽/흑미밥,콩나물국,애호박볶음,쌀밥/검정콩밥/찰현미밥,다슬기아욱국,돈사태김치찜,흑미밥,잡채말이어묵국,오리훈제마늘볶음
2020-08-28,금,2989,320,230,0,297.0,784.0,354.0,누룽지탕/흑미밥,버섯국,두부고기조림,쌀밥/흑미밥/찰현미밥,순두부찌개,소불고기,흑미밥,콩가루배추국,아쿠아돈까스
2020-08-31,월,2989,183,163,648,464.0,1243.0,649.0,누룽지탕/흑미밥,매운소고기국,건파래볶음,쌀밥/흑미밥/찰현미밥,황태콩나물해장국,시금치프리타타,흑미밥,김치두부국,제육간장불고기
2020-09-01,화,3132,73,111,630,527.0,1021.0,497.0,콩죽/흑미밥,꽃게탕,양념깻잎지,쌀밥/기장밥/찰현미밥,우거지국,매콤돼지갈비찜,흑미밥,육개장,가자미엿장구이
2020-09-02,수,3132,78,155,0,522.0,1006.0,390.0,누룽지탕/흑미밥,참치김치찌개,우엉채조림,쌀밥/흑미밥/찰현미밥,냉족발야채무침,부추샐러드*오리엔탈,흑미밥,미역국,닭볶음탕
2020-09-03,목,3132,119,195,531,511.0,924.0,445.0,잣죽/흑미밥,떡국,베이컨숙주볶음,쌀밥/찰보리밥/찰현미밥,매운계란파국,마파두부,흑미밥,유부주머니우동국,새우까스*소스
2020-09-04,금,3132,208,221,3,462.0,746.0,341.0,채소죽/흑미밥,감자된장찌개,계란장조림,쌀밥/흑미밥/찰현미밥,옹심이만두국,대패삽겹숙주볶음,흑미밥,부대찌개,꽁치한마리구이
2020-09-07,월,3132,122,163,774,439.0,1186.0,603.0,누룽지탕/흑미밥,콩나물해장국,모둠장조림,쌀밥/흑미밥/찰현미밥,아욱된장국,생선까스*소스,흑미밥,얼큰감자국,안동찜닭
2020-09-08,화,3132,91,173,730,441.0,986.0,478.0,흑미두부죽/흑미밥,사골우거지국,고구마순볶음,계란채소볶음밥,짬뽕국,짜장소스,흑미밥,열무된장국,우불고기
